   0.00000,   0.00080,   0.00000,   0.03601,   0.00000,  -0.16281
  -0.00000,  -0.00335,  -0.00000,   0.02421,  -0.00000,  -0.08223
  -0.00000,  -0.00167,  -0.00000,   0.00880,   0.00000,  -0.04216
   0.00000,  -0.00083,   0.00000,   0.00405,  -0.00000,  -0.02120
   0.00000,  -0.00042,   0.00000,   0.00193,  -0.00000,  -0.01063
   0.00000,  -0.00021,   0.00000,   0.00095,  -0.00000,  -0.00531
   0.00000,  -0.00010,   0.00000,   0.00047,  -0.00000,  -0.00265
   0.00000,  -0.00005,   0.00000,   0.00024,  -0.00000,  -0.00132
   0.00000,  -0.00003,   0.00000,   0.00012,  -0.00000,  -0.00066
   0.00000,  -0.00001,   0.00000,   0.00006,  -0.00000,  -0.00033
   0.00000,  -0.00001,   0.00000,   0.00003,  -0.00000,  -0.00016
   0.00000,  -0.00000,   0.00000,   0.00001,  -0.00000,  -0.00008
   0.00000,  -0.00000,   0.00000,   0.00001,  -0.00000,  -0.00004
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00002
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00001
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00001
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,  -0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  -0.00000
   0.00000,  -0.00000,   0.00000,  -0.00000,   0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,  -0.00000,  -0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,  -0.00000,   0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,  -0.00001,   0.00000,  -0.00000
   0.00000,   0.00000,   0.00000,  -0.00001,  -0.00000,  -0.00001
   0.00000,   0.00000,   0.00000,  -0.00002,  -0.00000,  -0.00001
   0.00000,   0.00000,   0.00000,  -0.00003,   0.00000,  -0.00002
   0.00000,   0.00000,   0.00000,  -0.00005,   0.00000,  -0.00002
   0.00000,   0.00000,   0.00000,  -0.00006,  -0.00000,  -0.00003
   0.00000,   0.00000,   0.00000,  -0.00007,  -0.00000,  -0.00003
   0.00000,   0.00000,   0.00000,  -0.00008,   0.00000,  -0.00003
   0.00000,   0.00000,   0.00000,  -0.00009,   0.00000,  -0.00003
   0.00000,   0.00000,   0.00000,  -0.00009,   0.00000,  -0.00003
   0.00000,   0.00000,   0.00000,  -0.00009,  -0.00000,  -0.00003
